# x_m,y_m,w_tr_right_m,w_tr_left_m
21.4864,81.0071,0.8849,0.8849
21.4864,81.0972,0.9020,0.9020
21.4864,81.1873,0.8849,0.8849
21.3963,81.2773,0.8712,0.8712
21.3963,81.3674,0.8849,0.8849
21.3963,81.4575,0.9020,0.9020
21.3963,81.5476,0.8849,0.8849
21.3062,81.6377,0.8712,0.8712
21.3062,81.7278,0.8746,0.8746
21.3062,81.8179,0.8849,0.8849
21.3062,81.9080,0.9020,0.9020
21.2161,81.9981,0.8396,0.8396
21.2161,82.0882,0.8712,0.8712
21.2161,82.1782,0.8849,0.8849
21.2161,82.2683,0.9020,0.9020
21.1260,82.3584,0.8396,0.8396
21.1260,82.4485,0.8712,0.8712
21.1260,82.5386,0.8849,0.8849
21.1260,82.6287,0.9020,0.9020
21.1260,82.7188,0.8849,0.8849
21.0359,82.8089,0.8712,0.8712
21.0359,82.8990,0.8849,0.8849
21.0359,82.9891,0.9020,0.9020
21.0359,83.0791,0.8849,0.8849
20.9458,83.1692,0.8712,0.8712
20.9458,83.2593,0.8746,0.8746
20.9458,83.3494,0.8849,0.8849
20.9458,83.4395,0.9020,0.9020
20.8558,83.5296,0.8396,0.8396
20.8558,83.6197,0.8712,0.8712
20.8558,83.7098,0.8849,0.8849
20.8558,83.7999,0.9020,0.9020
20.7657,83.8900,0.8396,0.8396
20.7657,83.9800,0.8712,0.8712
20.7657,84.0701,0.8849,0.8849
20.7657,84.1602,0.9020,0.9020
20.7657,84.2503,0.8849,0.8849
20.6756,84.3404,0.8712,0.8712
20.6756,84.4305,0.8746,0.8746
20.6756,84.5206,0.8849,0.8849
20.6756,84.6107,0.8849,0.8849
20.5855,84.7008,0.8396,0.8396
20.5855,84.7909,0.8712,0.8712
20.5855,84.8809,0.8849,0.8849
20.5855,84.9710,0.9020,0.9020
20.5855,85.0611,0.8849,0.8849
20.4954,85.1512,0.8712,0.8712
20.4954,85.2413,0.8746,0.8746
20.4954,85.3314,0.8849,0.8849
20.4954,85.4215,0.8849,0.8849
20.4053,85.5116,0.8396,0.8396
20.4053,85.6017,0.8712,0.8712
20.4053,85.6918,0.8849,0.8849
20.4053,85.7818,0.9020,0.9020
20.4053,85.8719,0.8849,0.8849
20.3152,85.9620,0.8712,0.8712
20.3152,86.0521,0.8746,0.8746
20.3152,86.1422,0.8849,0.8849
20.3152,86.2323,0.8849,0.8849
20.3152,86.3224,0.8746,0.8746
20.2251,86.4125,0.8712,0.8712
20.2251,86.5026,0.8849,0.8849
20.2251,86.5927,0.9020,0.9020
20.2251,86.6827,0.8849,0.8849
20.1350,86.7728,0.8712,0.8712
20.1350,86.8629,0.8746,0.8746
20.1350,86.9530,0.8849,0.8849
20.1350,87.0431,0.9020,0.9020
20.1350,87.1332,0.8849,0.8849
20.0449,87.2233,0.8712,0.8712
20.0449,87.3134,0.8746,0.8746
20.0449,87.4035,0.8849,0.8849
20.0449,87.4936,0.8849,0.8849
20.0449,87.5836,0.8746,0.8746
19.9549,87.6737,0.8712,0.8712
19.9549,87.7638,0.8746,0.8746
19.9549,87.8539,0.8849,0.8849
19.9549,87.9440,0.8849,0.8849
19.9549,88.0341,0.8746,0.8746
19.8648,88.1242,0.8712,0.8712
19.8648,88.2143,0.8849,0.8849
19.8648,88.3044,0.9020,0.9020
19.8648,88.3945,0.8849,0.8849
19.7747,88.4845,0.8712,0.8712
19.7747,88.5746,0.8746,0.8746
19.7747,88.6647,0.8849,0.8849
19.7747,88.7548,0.9020,0.9020
19.7747,88.8449,0.8849,0.8849
19.6846,88.9350,0.8712,0.8712
19.6846,89.0251,0.8746,0.8746
19.6846,89.1152,0.8849,0.8849
19.6846,89.2053,0.8849,0.8849
19.6846,89.2954,0.8746,0.8746
19.5945,89.3854,0.8712,0.8712
19.5945,89.4755,0.8746,0.8746
19.5945,89.5656,0.8849,0.8849
19.5945,89.6557,0.8849,0.8849
19.5945,89.7458,0.8746,0.8746
19.5044,89.8359,0.8712,0.8712
19.5044,89.9260,0.8746,0.8746
19.5044,90.0161,0.8849,0.8849
19.5044,90.1062,0.8849,0.8849
19.5044,90.1963,0.8746,0.8746
19.4143,90.2863,0.8712,0.8712
19.4143,90.3764,0.8746,0.8746
19.4143,90.4665,0.8849,0.8849
19.4143,90.5566,0.8849,0.8849
19.4143,90.6467,0.8746,0.8746
19.3242,90.7368,0.8712,0.8712
19.3242,90.8269,0.8746,0.8746
19.3242,90.9170,0.8849,0.8849
19.3242,91.0071,0.8849,0.8849
19.3242,91.0972,0.8746,0.8746
19.2341,91.1872,0.8712,0.8712
19.2341,91.2773,0.8849,0.8849
19.2341,91.3674,0.9020,0.9020
19.2341,91.4575,0.8849,0.8849
19.1440,91.5476,0.8712,0.8712
19.1440,91.6377,0.8746,0.8746
19.1440,91.7278,0.8849,0.8849
19.1440,91.8179,0.9020,0.9020
19.1440,91.9080,0.8849,0.8849
19.0540,91.9981,0.8712,0.8712
19.0540,92.0881,0.8746,0.8746
19.0540,92.1782,0.8849,0.8849
19.0540,92.2683,0.8849,0.8849
19.0540,92.3584,0.8746,0.8746
18.9639,92.4485,0.8712,0.8712
18.9639,92.5386,0.8746,0.8746
18.9639,92.6287,0.8849,0.8849
18.9639,92.7188,0.8849,0.8849
18.9639,92.8089,0.8746,0.8746
18.8738,92.8990,0.8712,0.8712
18.8738,92.9890,0.8746,0.8746
18.8738,93.0791,0.8849,0.8849
18.8738,93.1692,0.8849,0.8849
18.8738,93.2593,0.8746,0.8746
18.7837,93.3494,0.8712,0.8712
18.7837,93.4395,0.8746,0.8746
18.7837,93.5296,0.8849,0.8849
18.7837,93.6197,0.8849,0.8849
18.7837,93.7098,0.8746,0.8746
18.6936,93.7999,0.8712,0.8712
18.6936,93.8899,0.8746,0.8746
18.6936,93.9800,0.8849,0.8849
18.6936,94.0701,0.8849,0.8849
18.6936,94.1602,0.8746,0.8746
18.6035,94.2503,0.8712,0.8712
18.6035,94.3404,0.8746,0.8746
18.6035,94.4305,0.8849,0.8849
18.6035,94.5206,0.8849,0.8849
18.6035,94.6107,0.8746,0.8746
18.5134,94.7008,0.8712,0.8712
18.5134,94.7908,0.8849,0.8849
18.5134,94.8809,0.9020,0.9020
18.5134,94.9710,0.8849,0.8849
18.5134,95.0611,0.8746,0.8746
18.4233,95.1512,0.8746,0.8746
18.4233,95.2413,0.8849,0.8849
18.4233,95.3314,0.9020,0.9020
18.4233,95.4215,0.8849,0.8849
18.3332,95.5116,0.8712,0.8712
18.3332,95.6017,0.8746,0.8746
18.3332,95.6917,0.8849,0.8849
18.3332,95.7818,0.9020,0.9020
18.3332,95.8719,0.8849,0.8849
18.2431,95.9620,0.8712,0.8712
18.2431,96.0521,0.8746,0.8746
18.2431,96.1422,0.8849,0.8849
18.2431,96.2323,0.8849,0.8849
18.2431,96.3224,0.8746,0.8746
18.1531,96.4125,0.8712,0.8712
18.1531,96.5026,0.8746,0.8746
18.1531,96.5926,0.8849,0.8849
18.1531,96.6827,0.8849,0.8849
18.1531,96.7728,0.8746,0.8746
18.0630,96.8629,0.8712,0.8712
18.0630,96.9530,0.8746,0.8746
18.0630,97.0431,0.8849,0.8849
18.0630,97.1332,0.8849,0.8849
18.0630,97.2233,0.8746,0.8746
17.9729,97.3134,0.8712,0.8712
17.9729,97.4035,0.8746,0.8746
17.9729,97.4935,0.8849,0.8849
17.9729,97.5836,0.8849,0.8849
17.9729,97.6737,0.8746,0.8746
17.8828,97.7638,0.8712,0.8712
17.8828,97.8539,0.8849,0.8849
17.8828,97.9440,0.9020,0.9020
17.8828,98.0341,0.8849,0.8849
17.8828,98.1242,0.8746,0.8746
17.7927,98.2143,0.8746,0.8746
17.7927,98.3044,0.8849,0.8849
17.7927,98.3944,0.9020,0.9020
17.7927,98.4845,0.8849,0.8849
17.7026,98.5746,0.8712,0.8712
17.7026,98.6647,0.8746,0.8746
17.7026,98.7548,0.8849,0.8849
17.7026,98.8449,0.9020,0.9020
17.7026,98.9350,0.8849,0.8849
17.6125,99.0251,0.8712,0.8712
17.6125,99.1152,0.8746,0.8746
17.6125,99.2053,0.8849,0.8849
17.6125,99.2953,0.8849,0.8849
17.6125,99.3854,0.8746,0.8746
17.5224,99.4755,0.8712,0.8712
17.5224,99.5656,0.8746,0.8746
17.5224,99.6557,0.8849,0.8849
17.5224,99.7458,0.8849,0.8849
17.5224,99.8359,0.8746,0.8746
17.4323,99.9260,0.8712,0.8712
17.4323,100.0161,0.8849,0.8849
17.4323,100.1062,0.9020,0.9020
17.4323,100.1962,0.8849,0.8849
17.3422,100.2863,0.8712,0.8712
17.3422,100.3764,0.8746,0.8746
17.3422,100.4665,0.8849,0.8849
17.3422,100.5566,0.9020,0.9020
17.2522,100.6467,0.8396,0.8396
17.2522,100.7368,0.8712,0.8712
17.2522,100.8269,0.8849,0.8849
17.2522,100.9170,0.9020,0.9020
17.1621,101.0071,0.8396,0.8396
17.1621,101.0971,0.8712,0.8712
17.1621,101.1872,0.8849,0.8849
17.1621,101.2773,0.9020,0.9020
17.0720,101.3674,0.8396,0.8396
17.0720,101.4575,0.8712,0.8712
17.0720,101.5476,0.8849,0.8849
16.9819,101.6377,0.8144,0.8144
16.9819,101.7278,0.8396,0.8396
16.9819,101.8179,0.8712,0.8712
16.9819,101.9080,0.9020,0.9020
16.8918,101.9980,0.8396,0.8396
16.8918,102.0881,0.8712,0.8712
16.8918,102.1782,0.8849,0.8849
16.8918,102.2683,0.9020,0.9020
16.8017,102.3584,0.8396,0.8396
16.8017,102.4485,0.8712,0.8712
16.8017,102.5386,0.9020,0.9020
16.7116,102.6287,0.8396,0.8396
16.7116,102.7188,0.8712,0.8712
16.7116,102.8089,0.9020,0.9020
16.7116,102.8989,0.8712,0.8712
16.6215,102.9890,0.8712,0.8712
16.6215,103.0791,0.9020,0.9020
16.5314,103.1692,0.8712,0.8712
16.5314,103.2593,0.9020,0.9020
16.5314,103.3494,0.9020,0.9020
16.4413,103.4395,0.8712,0.8712
16.4413,103.5296,0.9087,0.9087
16.3513,103.6197,0.8712,0.8712
16.3513,103.7098,0.9020,0.9020
16.3513,103.7998,0.8712,0.8712
16.2612,103.8899,0.8712,0.8712
16.2612,103.9800,0.9020,0.9020
16.1711,104.0701,0.8712,0.8712
16.1711,104.1602,0.9087,0.9087
16.0810,104.2503,0.8712,0.8712
16.0810,104.3404,0.9087,0.9087
15.9909,104.4305,0.8712,0.8712
15.9909,104.5206,0.9087,0.9087
15.9008,104.6107,0.8712,0.8712
15.9008,104.7007,0.9087,0.9087
15.8107,104.7908,0.8712,0.8712
15.8107,104.8809,0.9087,0.9087
15.7206,104.9710,0.8712,0.8712
15.7206,105.0611,0.9087,0.9087
15.6305,105.1512,0.8712,0.8712
15.6305,105.2413,0.9087,0.9087
15.5404,105.3314,0.8712,0.8712
15.4504,105.4215,0.8288,0.8288
15.4504,105.5116,0.8746,0.8746
15.3603,105.6016,0.8537,0.8537
15.3603,105.6917,0.9087,0.9087
15.3603,105.7818,0.8712,0.8712
15.2702,105.8719,0.9087,0.9087
15.1801,105.9620,0.8746,0.8746
15.0900,106.0521,0.8537,0.8537
15.0900,106.1422,0.9087,0.9087
14.9999,106.2323,0.8746,0.8746
14.9098,106.3224,0.8537,0.8537
14.9098,106.4125,0.9087,0.9087
14.8197,106.5025,0.8746,0.8746
14.7296,106.5926,0.8537,0.8537
14.7296,106.6827,0.9087,0.9087
14.6395,106.7728,0.8746,0.8746
14.5495,106.8629,0.8537,0.8537
14.5495,106.9530,0.9087,0.9087
14.4594,107.0431,0.9087,0.9087
14.3693,107.1332,0.8746,0.8746
14.2792,107.2233,0.8537,0.8537
14.2792,107.3134,0.9087,0.9087
14.1891,107.4034,0.9087,0.9087
14.0990,107.4935,0.8746,0.8746
14.0089,107.5836,0.8537,0.8537
14.0089,107.6737,0.9087,0.9087
13.9188,107.7638,0.9120,0.9120
13.8287,107.8539,0.9120,0.9120
13.7386,107.9440,0.9120,0.9120
13.6486,108.0341,0.9087,0.9087
13.6486,108.1242,0.8746,0.8746
13.5585,108.2143,0.9087,0.9087
13.4684,108.3043,0.9120,0.9120
13.3783,108.3944,0.9120,0.9120
13.2882,108.4845,0.9120,0.9120
13.1981,108.5746,0.9120,0.9120
13.1080,108.6647,0.9120,0.9120
13.0179,108.7548,0.9120,0.9120
12.9278,108.8449,0.9120,0.9120
12.8377,108.9350,0.9120,0.9120
12.7477,109.0251,0.9120,0.9120
12.6576,109.1152,0.9120,0.9120
12.5675,109.2052,0.9120,0.9120
12.4774,109.2953,0.9120,0.9120
12.3873,109.3854,0.9120,0.9120
12.2972,109.4755,0.9120,0.9120
12.2071,109.5656,0.9120,0.9120
12.1170,109.6557,0.9120,0.9120
12.0269,109.7458,0.9120,0.9120
11.9368,109.8359,0.9087,0.9087
11.8468,109.9260,0.8746,0.8746
11.7567,109.9260,0.9087,0.9087
11.6666,110.0161,0.9120,0.9120
11.5765,110.1061,0.9120,0.9120
11.4864,110.1962,0.9120,0.9120
11.3963,110.2863,0.9087,0.9087
11.3062,110.3764,0.8746,0.8746
11.2161,110.3764,0.9087,0.9087
11.1260,110.4665,0.9120,0.9120
11.0359,110.5566,0.9087,0.9087
10.9459,110.6467,0.8746,0.8746
10.8558,110.6467,0.8746,0.8746
10.7657,110.7368,0.9087,0.9087
10.6756,110.8269,0.9087,0.9087
10.5855,110.9170,0.8746,0.8746
10.4954,110.9170,0.8746,0.8746
10.4053,111.0070,0.9087,0.9087
10.3152,111.0971,0.9087,0.9087
10.2251,111.1872,0.8746,0.8746
10.1350,111.1872,0.9087,0.9087
10.0450,111.2773,0.9087,0.9087
9.9549,111.3674,0.8746,0.8746
9.8648,111.3674,0.9087,0.9087
9.7747,111.4575,0.9087,0.9087
9.6846,111.5476,0.8712,0.8712
9.5945,111.5476,0.9087,0.9087
9.5044,111.6377,0.8746,0.8746
9.4143,111.6377,0.8746,0.8746
9.3242,111.7278,0.9087,0.9087
9.2341,111.8179,0.8746,0.8746
9.1441,111.8179,0.9087,0.9087
9.0540,111.9079,0.9087,0.9087
8.9639,111.9079,0.8746,0.8746
8.8738,111.9980,0.9087,0.9087
8.7837,111.9980,0.8712,0.8712
8.6936,112.0881,0.9087,0.9087
8.6035,112.1782,0.8712,0.8712
8.5134,112.1782,0.9087,0.9087
8.4233,112.2683,0.8746,0.8746
8.3332,112.2683,0.8746,0.8746
8.2432,112.3584,0.9087,0.9087
8.1531,112.3584,0.8712,0.8712
8.0630,112.4485,0.9087,0.9087
7.9729,112.4485,0.8712,0.8712
7.8828,112.5386,0.9087,0.9087
7.7927,112.5386,0.8712,0.8712
7.7026,112.6287,0.9087,0.9087
7.6125,112.6287,0.8712,0.8712
7.5224,112.7188,0.9020,0.9020
7.4323,112.7188,0.9020,0.9020
7.3423,112.8088,0.8712,0.8712
7.2522,112.8088,0.9087,0.9087
7.1621,112.8989,0.8712,0.8712
7.0720,112.8989,0.9087,0.9087
6.9819,112.8989,0.8712,0.8712
6.8918,112.9890,0.9020,0.9020
6.8017,112.9890,0.8712,0.8712
6.7116,113.0791,0.8712,0.8712
6.6215,113.0791,0.9020,0.9020
6.5314,113.0791,0.8712,0.8712
6.4414,113.1692,0.9020,0.9020
6.3513,113.1692,0.8712,0.8712
6.2612,113.1692,0.8396,0.8396
6.1711,113.2593,0.9020,0.9020
6.0810,113.2593,0.8712,0.8712
5.9909,113.3494,0.9020,0.9020
5.9008,113.3494,0.9020,0.9020
5.8107,113.3494,0.8712,0.8712
5.7206,113.4395,0.9020,0.9020
5.6305,113.4395,0.9020,0.9020
5.5405,113.4395,0.8712,0.8712
5.4504,113.5296,0.9020,0.9020
5.3603,113.5296,0.9020,0.9020
5.2702,113.5296,0.8712,0.8712
5.1801,113.5296,0.8396,0.8396
5.0900,113.6197,0.9020,0.9020
4.9999,113.6197,0.8712,0.8712
4.9098,113.6197,0.8396,0.8396
4.8197,113.7097,0.9020,0.9020
4.7296,113.7097,0.8849,0.8849
4.6396,113.7097,0.8712,0.8712
4.5495,113.7097,0.8396,0.8396
4.4594,113.7097,0.8144,0.8144
4.3693,113.7998,0.8849,0.8849
4.2792,113.7998,0.8712,0.8712
4.1891,113.7998,0.8396,0.8396
4.0990,113.8899,0.8849,0.8849
4.0089,113.8899,0.8849,0.8849
3.9188,113.8899,0.8746,0.8746
3.8287,113.8899,0.8712,0.8712
3.7387,113.9800,0.8746,0.8746
3.6486,113.9800,0.8849,0.8849
3.5585,113.9800,0.8849,0.8849
3.4684,113.9800,0.8746,0.8746
3.3783,113.9800,0.8712,0.8712
3.2882,113.9800,0.8712,0.8712
3.1981,114.0701,0.8849,0.8849
3.1080,114.0701,0.9020,0.9020
3.0179,114.0701,0.8849,0.8849
2.9278,114.0701,0.8746,0.8746
2.8378,114.0701,0.8712,0.8712
2.7477,114.0701,0.8712,0.8712
2.6576,114.0701,0.8712,0.8712
2.5675,114.0701,0.8396,0.8396
2.4774,114.0701,0.8144,0.8144
2.3873,114.0701,0.7960,0.7960
2.2972,114.1602,0.8746,0.8746
2.2071,114.1602,0.8712,0.8712
2.1170,114.1602,0.8712,0.8712
2.0269,114.1602,0.8712,0.8712
1.9369,114.1602,0.8712,0.8712
1.8468,114.1602,0.8712,0.8712
1.7567,114.1602,0.8712,0.8712
1.6666,114.1602,0.8712,0.8712
1.5765,114.2503,0.8849,0.8849
1.4864,114.2503,0.9020,0.9020
1.3963,114.2503,0.9020,0.9020
1.3062,114.2503,0.8849,0.8849
1.2161,114.2503,0.8746,0.8746
1.1260,114.2503,0.8712,0.8712
1.0360,114.2503,0.8712,0.8712
0.9459,114.2503,0.8712,0.8712
0.8558,114.2503,0.8712,0.8712
0.7657,114.2503,0.8712,0.8712
0.6756,114.2503,0.8712,0.8712
0.5855,114.2503,0.8712,0.8712
0.4954,114.2503,0.8712,0.8712
0.4053,114.2503,0.8712,0.8712
0.3152,114.2503,0.8712,0.8712
0.2251,114.2503,0.8712,0.8712
0.1351,114.2503,0.8712,0.8712
0.0450,114.3404,0.8712,0.8712
-0.0451,114.3404,0.8746,0.8746
-0.1352,114.3404,0.8849,0.8849
-0.2253,114.3404,0.9020,0.9020
-0.3154,114.3404,0.9254,0.9254
-0.4055,114.3404,0.9548,0.9548
-0.4956,114.3404,0.9613,0.9613
-0.5857,114.3404,0.9548,0.9548
-0.6758,114.3404,0.9254,0.9254
-0.7658,114.3404,0.9020,0.9020
-0.8559,114.3404,0.8849,0.8849
-0.9460,114.3404,0.8746,0.8746
-1.0361,114.3404,0.8712,0.8712
-1.1262,114.3404,0.8712,0.8712
-1.2163,114.3404,0.8712,0.8712
-1.3064,114.3404,0.8712,0.8712
-1.3965,114.3404,0.8712,0.8712
-1.4866,114.4305,0.8712,0.8712
-1.5767,114.4305,0.8712,0.8712
-1.6667,114.4305,0.8712,0.8712
-1.7568,114.4305,0.8712,0.8712
-1.8469,114.4305,0.8712,0.8712
-1.9370,114.4305,0.8712,0.8712
-2.0271,114.4305,0.8712,0.8712
-2.1172,114.4305,0.8746,0.8746
-2.2073,114.4305,0.8849,0.8849
-2.2974,114.4305,0.9020,0.9020
-2.3875,114.4305,0.8849,0.8849
-2.4776,114.4305,0.8746,0.8746
-2.5676,114.4305,0.8712,0.8712
-2.6577,114.5206,0.8712,0.8712
-2.7478,114.5206,0.8746,0.8746
-2.8379,114.5206,0.8849,0.8849
-2.9280,114.5206,0.9020,0.9020
-3.0181,114.5206,0.8849,0.8849
-3.1082,114.6106,0.8712,0.8712
-3.1983,114.6106,0.8746,0.8746
-3.2884,114.6106,0.8849,0.8849
-3.3785,114.6106,0.9020,0.9020
-3.4685,114.6106,0.8849,0.8849
-3.5586,114.7007,0.8712,0.8712
-3.6487,114.7007,0.8849,0.8849
-3.7388,114.7007,0.9020,0.9020
-3.8289,114.7007,0.8712,0.8712
-3.9190,114.7908,0.8712,0.8712
-4.0091,114.7908,0.9020,0.9020
-4.0992,114.8809,0.8712,0.8712
-4.1893,114.8809,0.9020,0.9020
-4.2794,114.8809,0.9020,0.9020
-4.3694,114.9710,0.8712,0.8712
-4.4595,114.9710,0.9087,0.9087
-4.5496,115.0611,0.8712,0.8712
-4.6397,115.0611,0.9087,0.9087
-4.7298,115.0611,0.8712,0.8712
-4.8199,115.1512,0.9087,0.9087
-4.9100,115.2413,0.8712,0.8712
-5.0001,115.2413,0.9087,0.9087
-5.0902,115.3314,0.8746,0.8746
-5.1803,115.3314,0.8746,0.8746
-5.2703,115.4215,0.9087,0.9087
-5.3604,115.4215,0.8712,0.8712
-5.4505,115.5115,0.9087,0.9087
-5.5406,115.5115,0.8712,0.8712
-5.6307,115.6016,0.9087,0.9087
-5.7208,115.6917,0.8712,0.8712
-5.8109,115.6917,0.9087,0.9087
-5.9010,115.7818,0.8746,0.8746
-5.9911,115.7818,0.8746,0.8746
-6.0812,115.8719,0.9087,0.9087
-6.1712,115.8719,0.8712,0.8712
-6.2613,115.9620,0.9087,0.9087
-6.3514,115.9620,0.8712,0.8712
-6.4415,116.0521,0.9087,0.9087
-6.5316,116.0521,0.8712,0.8712
-6.6217,116.1422,0.9087,0.9087
-6.7118,116.1422,0.8712,0.8712
-6.8019,116.2323,0.9087,0.9087
-6.8920,116.2323,0.8712,0.8712
-6.9821,116.3224,0.9087,0.9087
-7.0721,116.3224,0.8712,0.8712
-7.1622,116.4124,0.9087,0.9087
-7.2523,116.5025,0.8712,0.8712
-7.3424,116.5025,0.9087,0.9087
-7.4325,116.5926,0.8746,0.8746
-7.5226,116.5926,0.8746,0.8746
-7.6127,116.6827,0.9087,0.9087
-7.7028,116.7728,0.8712,0.8712
-7.7929,116.7728,0.9087,0.9087
-7.8830,116.8629,0.8746,0.8746
-7.9730,116.8629,0.8746,0.8746
-8.0631,116.9530,0.9087,0.9087
-8.1532,117.0431,0.8746,0.8746
-8.2433,117.0431,0.9087,0.9087
-8.3334,117.1332,0.9087,0.9087
-8.4235,117.2233,0.8746,0.8746
-8.5136,117.2233,0.9087,0.9087
-8.6037,117.3133,0.9087,0.9087
-8.6938,117.4034,0.8746,0.8746
-8.7839,117.4034,0.8746,0.8746
-8.8739,117.4935,0.9087,0.9087
-8.9640,117.5836,0.9120,0.9120
-9.0541,117.6737,0.9087,0.9087
-9.1442,117.7638,0.8746,0.8746
-9.2343,117.7638,0.8746,0.8746
-9.3244,117.8539,0.9087,0.9087
-9.4145,117.9440,0.9120,0.9120
-9.5046,118.0341,0.9120,0.9120
-9.5947,118.1242,0.9120,0.9120
-9.6848,118.2142,0.9120,0.9120
-9.7748,118.3043,0.9120,0.9120
-9.8649,118.3944,0.9120,0.9120
-9.9550,118.4845,0.9120,0.9120
-10.0451,118.5746,0.9120,0.9120
-10.1352,118.6647,0.9120,0.9120
-10.2253,118.7548,0.9120,0.9120
-10.3154,118.8449,0.9120,0.9120
-10.4055,118.9350,0.9120,0.9120
-10.4956,119.0251,0.9120,0.9120
-10.5857,119.1151,0.9120,0.9120
-10.6757,119.1151,0.8537,0.8537
-10.7658,119.2052,0.8746,0.8746
-10.8559,119.2052,0.8288,0.8288
-10.9460,119.2052,0.7886,0.7886
-11.0361,119.2953,0.8396,0.8396
-11.1262,119.2953,0.8144,0.8144
-11.2163,119.2953,0.7960,0.7960
-11.3064,119.2953,0.7848,0.7848
-11.3965,119.2953,0.7811,0.7811
-11.4866,119.2953,0.7811,0.7811
-11.5766,119.2953,0.7848,0.7848
-11.6667,119.2953,0.7960,0.7960
-11.7568,119.2052,0.7272,0.7272
-11.8469,119.2052,0.7545,0.7545
-11.9370,119.2052,0.7886,0.7886
-12.0271,119.2052,0.8288,0.8288
-12.1172,119.2052,0.8746,0.8746
-12.2073,119.1151,0.8537,0.8537
-12.2974,119.1151,0.9087,0.9087
-12.3875,119.0251,0.8712,0.8712
-12.4775,119.0251,0.9087,0.9087
-12.5676,118.9350,0.8746,0.8746
-12.6577,118.9350,0.8746,0.8746
-12.7478,118.8449,0.9087,0.9087
-12.8379,118.7548,0.8746,0.8746
-12.9280,118.7548,0.8746,0.8746
-13.0181,118.6647,0.9087,0.9087
-13.1082,118.5746,0.9087,0.9087
-13.1983,118.4845,0.8746,0.8746
-13.2884,118.4845,0.8746,0.8746
-13.3784,118.3944,0.9087,0.9087
-13.4685,118.3043,0.9087,0.9087
-13.5586,118.2142,0.8746,0.8746
-13.6487,118.2142,0.8746,0.8746
-13.7388,118.1242,0.9087,0.9087
-13.8289,118.0341,0.8746,0.8746
-13.9190,118.0341,0.8746,0.8746
-14.0091,117.9440,0.9087,0.9087
-14.0992,117.8539,0.8746,0.8746
-14.1893,117.8539,0.8746,0.8746
-14.2793,117.7638,0.9087,0.9087
-14.3694,117.6737,0.9087,0.9087
-14.4595,117.5836,0.8712,0.8712
-14.5496,117.5836,0.9087,0.9087
-14.6397,117.4935,0.8746,0.8746
-14.7298,117.4935,0.8746,0.8746
-14.8199,117.4034,0.9087,0.9087
-14.9100,117.3133,0.8746,0.8746
-15.0001,117.3133,0.8746,0.8746
-15.0902,117.2233,0.9087,0.9087
-15.1802,117.1332,0.8712,0.8712
-15.2703,117.1332,0.9087,0.9087
-15.3604,117.0431,0.8746,0.8746
-15.4505,117.0431,0.8746,0.8746
-15.5406,116.9530,0.9087,0.9087
-15.6307,116.8629,0.8712,0.8712
-15.7208,116.8629,0.9087,0.9087
-15.8109,116.7728,0.8746,0.8746
-15.9010,116.7728,0.8746,0.8746
-15.9911,116.6827,0.9087,0.9087
-16.0811,116.5926,0.8712,0.8712
-16.1712,116.5926,0.9087,0.9087
-16.2613,116.5025,0.8712,0.8712
-16.3514,116.5025,0.9087,0.9087
-16.4415,116.4124,0.8746,0.8746
-16.5316,116.4124,0.8746,0.8746
-16.6217,116.3224,0.9087,0.9087
-16.7118,116.2323,0.8712,0.8712
-16.8019,116.2323,0.9087,0.9087
-16.8920,116.1422,0.8712,0.8712
-16.9820,116.1422,0.9087,0.9087
-17.0721,116.0521,0.8712,0.8712
-17.1622,116.0521,0.9087,0.9087
-17.2523,115.9620,0.8712,0.8712
-17.3424,115.9620,0.9087,0.9087
-17.4325,115.8719,0.8712,0.8712
-17.5226,115.8719,0.9087,0.9087
-17.6127,115.7818,0.8712,0.8712
-17.7028,115.7818,0.9087,0.9087
-17.7929,115.6917,0.8712,0.8712
-17.8829,115.6917,0.9087,0.9087
-17.9730,115.6016,0.8712,0.8712
-18.0631,115.6016,0.9087,0.9087
-18.1532,115.5115,0.8712,0.8712
-18.2433,115.5115,0.9087,0.9087
-18.3334,115.4215,0.8712,0.8712
-18.4235,115.4215,0.9087,0.9087
-18.5136,115.3314,0.8712,0.8712
-18.6037,115.3314,0.9087,0.9087
-18.6938,115.2413,0.8712,0.8712
-18.7838,115.2413,0.9087,0.9087
-18.8739,115.1512,0.8712,0.8712
-18.9640,115.1512,0.9087,0.9087
-19.0541,115.0611,0.8712,0.8712
-19.1442,115.0611,0.9087,0.9087
-19.2343,115.0611,0.8712,0.8712
-19.3244,114.9710,0.9020,0.9020
-19.4145,114.9710,0.8712,0.8712
-19.5046,114.8809,0.8712,0.8712
-19.5947,114.8809,0.9020,0.9020
-19.6847,114.7908,0.8712,0.8712
-19.7748,114.7908,0.9087,0.9087
-19.8649,114.7908,0.8712,0.8712
-19.9550,114.7007,0.9087,0.9087
-20.0451,114.7007,0.8712,0.8712
-20.1352,114.6106,0.9020,0.9020
-20.2253,114.6106,0.9020,0.9020
-20.3154,114.5206,0.8712,0.8712
-20.4055,114.5206,0.9087,0.9087
-20.4956,114.4305,0.8712,0.8712
-20.5856,114.4305,0.9087,0.9087
-20.6757,114.4305,0.8712,0.8712
-20.7658,114.3404,0.9020,0.9020
-20.8559,114.3404,0.8712,0.8712
-20.9460,114.2503,0.8712,0.8712
