x,y
0.0,0.0
0.0,0.0
0.0,0.0
0.00043485983810946367,0.0
0.0013437847332726702,1.5238390360073463e-08
0.0027563152322921157,1.450102464261313e-07
0.004648504879647339,4.1967931114558675e-07
0.006997545822675446,1.0827801597071914e-06
0.009781714759136018,2.0993303437689535e-06
0.012980321127957247,3.88577238021817e-06
0.01657365842246131,6.286626390102341e-06
0.020542956626465558,9.90887922621021e-06
0.02487033888949716,1.4437551059346377e-05
0.029538777194800137,2.0680387322404074e-05
0.03453205465016407,2.8136584988623348e-05
0.039834554984186546,6.820986775216109e-05
0.04543174191752518,0.00011115544021451498
0.051309426143133094,0.00017398314975399724
0.05745450286322921,0.00023159440986311383
0.06385403096419547,0.00030595652983343615
0.06385403096419547,0.00030595652983343615
0.07049615384132861,0.0003735927541724525
0.08446209927711591,0.0005347319684551406
0.09176446522652218,0.0006284671890428604
0.09926650184728446,0.0007150563513793353
0.10695841969796131,0.0008186589763206395
0.11483148561858722,0.0009150955942223859
0.12287677023167379,0.0010288620753655642
0.12287677023167379,0.0010288620753655642
0.13945222416879743,0.0012597016078848462
0.13945222416879743,0.0012597016078848462
0.14796715135217078,0.001376795185066866
0.15662373286301437,0.00151178397769808
0.16541559118884638,0.0016396621447160218
0.17433591208998345,0.0017856810969125488
0.1925400674634349,0.0019377898310090791
0.20181179919068745,0.0018599878200769812
0.2111872879342676,0.0016442549617247983
0.22065975461632142,0.001294908380076996
0.23022549858063993,0.0008731118242771463
0.23987916574722631,0.00037376774341864446
0.249618007328178,-0.00016547894883855465
0.25943658488194093,-0.000763822986743354
0.26933256825319074,-0.0013916631309751524
0.27930051185998694,-0.0020730202098322116
0.28933852869762455,-0.002780924243663935
0.2994412509231145,-0.0035410559353683214
0.30960725634125214,-0.004327257486320021
0.31983127508465486,-0.005165794380283993
0.3301123462094673,-0.006030713212898759
0.3404452879913598,-0.006948493057071821
0.350829585808088,-0.007893184967656513
0.3612601257840308,-0.008891349679908246
0.37173682116538054,-0.009916981365696194
0.3822546031328994,-0.010996673186105182
0.3928162529566713,-0.012080699391474076
0.40342265503556857,-0.013139434570451391
0.41406749828720146,-0.014215566195169673
0.4247528586724651,-0.015269131929219856
0.43547911713766524,-0.016276384388372787
0.4570229874739318,-0.01840520191213252
0.46783641100489,-0.019534569093663134
0.47867419285537915,-0.020716950067015315
0.4895380213840213,-0.021922569301441548
0.5004236961588236,-0.023175985853391635
