x,y
0.0,0.0
0.0,0.0
9.034499886631965e-05,0.0
0.0007184640862344637,0.0
0.004553912141456494,3.958313775638266e-07
0.007680138543086457,8.103274361299706e-07
0.011561162874068645,4.4562776102957323e-07
0.016161094480819538,9.349854602228385e-08
0.021445593087984226,2.850710569943848e-05
0.03393786069279659,0.0002782967332162605
0.04108471638850201,0.00047514889378747263
0.04879276993959124,0.0007530418790652606
0.057036132012559415,0.0010779726248042177
0.06578865643203724,0.001461827115705261
0.07502695518113975,0.001881061151536073
0.09486845135933744,0.0028411313460343784
0.10543192671515866,0.003309522458470949
0.11639573655701464,0.0037942865759461124
0.12774136284320375,0.004282636350650196
0.13944940417527296,0.004802973837275773
0.1515033505061736,0.005337230462290604
0.16388555807803604,0.005911179491075665
0.17658125923020349,0.0065042410843014235
0.18957430706820538,0.007141308219775234
0.20285149651652964,0.0078005235486438
0.21639799446198146,0.008506590927152875
0.2302020147438546,0.009236899500664203
0.2585323982689203,0.010798602124389652
0.2730402249172613,0.01154897861736117
0.28776084496059634,0.012302688806985318
0.30268494654945416,0.013043354966203687
0.3178013657558156,0.013801236123143832
0.3331019429224402,0.014555693886182972
0.3485765567257674,0.01533432621667109
0.3800244047643858,0.01676536106899628
0.3959859989876304,0.017308338055968913
0.41209611850553696,0.017699928591120056
0.4447274642389847,0.018162460422675275
0.4612343797425888,0.018259863605603888
0.477860063760849,0.01823777852505735
0.4945977539798461,0.01806298265123587
0.528384783410108,0.017354699613226623
0.5454237437295051,0.01686032222769854
0.5625546754114803,0.016333373171241686
0.5797719899370193,0.015740422473194383
0.5970720137230809,0.015101955159930083
0.6144494236992638,0.014387915837820835
0.6494207384768241,0.012749003977504244
0.667001936754803,0.01173042106234066
0.6846425020456753,0.010600018326187299
0.7023371575246422,0.00933711215002921
0.7378785075841604,0.0064792972204656
0.7557187351874984,0.0048881908234922
0.7915056936296379,0.0012205979165052418
0.8094447428549073,-0.0008580519166723781
0.8274051202852977,-0.0031320216549726595
0.8633642638261746,-0.008329944124506123
0.8993627741521559,-0.014285665141531532
0.9173850955224557,-0.01744747324566578
0.9534301749270027,-0.024312810695070734
0.9714442886769836,-0.02802703152285933
1.0074064047618267,-0.036159736624792826
1.0253524219408594,-0.04055147877845769
1.0432868380806517,-0.04509300321704794
1.0790931820525336,-0.05469244054217555
1.0969513156875952,-0.05977874048275081
1.1147586056423608,-0.06511227183991052
